product>>brand,product>>category,product>>currency,product>>date,product>>description,product>>images,product>>name,product>>price,product>>sku,product>>url,product>>variations
Waterpik,Health & Beauty|Oral Care|Waterpiks & Floss,USD,2017-12-07T00:05:49.650Z,Achieve healthier gums and enhance cleaning between dental visits with the compact and convenient Cordless Plus Waterflosser from Waterpik. This rechargeable dental care tool features an ergonomic design and a variety of attachments.,https://s7d2.scene7.com/is/image/BedBathandBeyond/72668343511693p?scl=1|https://s7d9.scene7.com/is/image/BedBathandBeyond/72668343511693p?scl=1|https://s7d9.scene7.com/is/image/BedBathandBeyond/72668343511693p__1?scl=1|https://s7d9.scene7.com/is/image/BedBathandBeyond/72668343511693p__2?scl=1|https://s7d9.scene7.com/is/image/BedBathandBeyond/72668343511693p__3?scl=1,Waterpik® Cordless Plus Waterflosser® in Black,54.99,43511693,https://www.bedbathandbeyond.com/store/product/waterpik-reg-cordless-plus-waterflosser-reg-in-black/3280691,
BedBathAndBeyond,Kitchen|Coffee & Tea|Coffee Accessories,USD,2017-12-07T00:05:50.288Z,"Keep this Beverage Warmer on hand so you heat up a variety of beverages and soups at a moment's notice. With a convenient cord length and an easy-to-clean surface, this is a cool way to keep things hot.",https://s7d2.scene7.com/is/image/BedBathandBeyond/72105717531379p?scl=1|https://s7d9.scene7.com/is/image/BedBathandBeyond/72105717531379p?scl=1|https://s7d9.scene7.com/is/image/BedBathandBeyond/72105717531379p__1?scl=1,Beverage Warmer,5,17531379,https://www.bedbathandbeyond.com/store/product/beverage-warmer/1017531379,
BedBathAndBeyond,Bedding|Bedding Accessories|Throw Blankets,USD,2017-12-07T00:05:50.959Z,Getting cozy never felt so good. Enjoy the exceptional style and warmth of the Faux-Fur Oversized Reversible Throw. Plush faux-fur reverses to silky micro-mink to offer the ultimate in fashion and function.,https://s7d9.scene7.com/is/image/BedBathandBeyond/24619140629674p?scl=1|https://s7d9.scene7.com/is/image/BedBathandBeyond/24619640629704p?scl=1|https://s7d9.scene7.com/is/image/BedBathandBeyond/24619740629711p?scl=1|https://s7d1.scene7.com/is/image/BedBathandBeyond/246195206378c?scl=1|https://s7d9.scene7.com/is/image/BedBathandBeyond/246195206378c?scl=1,Faux-Fur Oversized Reversible Throw,24.99,,https://www.bedbathandbeyond.com/store/product/faux-fur-oversized-reversible-throw/206378,BLACK|MAUVE|TAN
Starbucks,Kitchen|Coffee & Tea|Coffee|Starbucks® Verismo™ Pods,USD,2017-12-07T00:05:51.585Z,"This delightful new Starbucks® creation is crafted with vibrant Latin American and smooth Indonesian coffees. Soft, lively and perfect for the holidays! Blended and packaged specially for the Verismo™ System.",https://s7d1.scene7.com/is/image/BedBathandBeyond/144813241894842p?scl=1|https://s7d9.scene7.com/is/image/BedBathandBeyond/144813241894842p?scl=1,Starbucks® Verismo™ 12-Count Holiday Blend Brewed Coffee Pods,10.39,41894842,https://www.bedbathandbeyond.com/store/product/starbucks-reg-verismo-trade-12-count-holiday-blend-brewed-coffee-pods/1041894842,
BedBathAndBeyond,Gifts|Gifts by Interest|Gifts for the TV & Movie Buff,USD,2017-12-07T00:05:52.258Z,"Get into the spirit in a really bright way. Capturing one of the funniest moments in the holiday classic, A Christmas Story™, this Leg Lamp is a scale reproduction of the same lamp used in the popular film.",https://s7d2.scene7.com/is/image/BedBathandBeyond/31252218585057p?scl=1|https://s7d9.scene7.com/is/image/BedBathandBeyond/31252218585057p?scl=1,A Christmas Story 20-Inch Leg Lamp,39.99,18585057,https://www.bedbathandbeyond.com/store/product/a-christmas-story-20-inch-leg-lamp/1018585057,
As Seen on TV,More|Pet Care|Dog,USD,2017-12-07T00:05:52.633Z,"Keep your pet busy and having fun with this Wobble Wag Giggle™ Ball. Six clutch pockets provide numerous opportunities for your dog to grab, carry, and toss the toy and the more he does the more giggles and fun sounds are emitted.",https://s7d1.scene7.com/is/image/BedBathandBeyond/57133243500758p?scl=1|https://s7d9.scene7.com/is/image/BedBathandBeyond/57133243500758p?scl=1|https://s7d9.scene7.com/is/image/BedBathandBeyond/57133243500758p__1?scl=1|https://s7d9.scene7.com/is/image/BedBathandBeyond/57133243500758p__2?scl=1|https://s7d9.scene7.com/is/image/BedBathandBeyond/57133243500758p__3?scl=1|https://s7d9.scene7.com/is/image/BedBathandBeyond/57133243500758p__4?scl=1,Wobble Wag Giggle™ Ball Dog Toy,9.99,43500758,https://www.bedbathandbeyond.com/store/product/wobble-wag-giggle-trade-ball-dog-toy/1043500758,
Pearhead,More|Pet Care|Dog,USD,2017-12-07T00:05:53.323Z,"Your pet is your baby, and what better way to celebrate your baby than with a personal print ornament!",https://s7d1.scene7.com/is/image/BedBathandBeyond/9721614247874p?scl=1|https://s7d9.scene7.com/is/image/BedBathandBeyond/9721614247874p?scl=1|https://s7d9.scene7.com/is/image/BedBathandBeyond/9721614247874p__1?scl=1,Pawprints Ornament,9.99,14247874,https://www.bedbathandbeyond.com/store/product/pawprints-ornament/1014247874,
BedBathAndBeyond,Dining|Bar & Wine|Wine Accessories|Wine Enthusiast Collection,USD,2017-12-07T00:05:54.043Z,"A modern alternative to the wine glass charm, this 3-pack of Wine Glass Writer Markers will help you keep track of wine glasses at your next dinner party. The non-toxic ink dries in 1-3 minutes, and it washes off with soapy water after the party's over.",https://s7d2.scene7.com/is/image/BedBathandBeyond/69227544826147p?scl=1|https://s7d9.scene7.com/is/image/BedBathandBeyond/69227544826147p?scl=1|https://s7d9.scene7.com/is/image/BedBathandBeyond/69227544826147p__1?scl=1|https://s7d9.scene7.com/is/image/BedBathandBeyond/69227544826147p__2?scl=1,Wine Glass Writer 3-Pack Washable Markers in Silver/Green/Gold,9.99,44826147,https://www.bedbathandbeyond.com/store/product/wine-glass-writer-3-pack-washable-markers-in-silver-green-gold/1044826147,
Wallverbs™,Gifts|Gifts by Price|Gifts under $50,USD,2017-12-07T00:05:54.688Z,Design a visual family tree on your wall with the WallVerbs Family Tree Set. This inclusive set holds up to 10 photos and features decorative accents that will let you personalize your home beautifully.,https://s7d1.scene7.com/is/image/BedBathandBeyond/50641942736738p?scl=1|https://s7d9.scene7.com/is/image/BedBathandBeyond/50641942736738p?scl=1|https://s7d9.scene7.com/is/image/BedBathandBeyond/50641942736738p__1?scl=1|https://s7d9.scene7.com/is/image/BedBathandBeyond/50641942736738p__2?scl=1|https://s7d9.scene7.com/is/image/BedBathandBeyond/50641942736738p__3?scl=1|https://s7d9.scene7.com/is/image/BedBathandBeyond/50641942736738p__4?scl=1,"WallVerbs™ 13-Piece ""Family"" Tree Set in Black",49.99,42736738,https://www.bedbathandbeyond.com/store/product/wallverbs-trade-13-piece-family-tree-set-in-black/1042736738,
Big Mouth Toys,Dining|Barware & Stemware|Wine Glasses,USD,2017-12-07T00:05:55.678Z,"The Big Mouth Toys Wine Bottle Glass holds an entire 750 ml bottle of wine. Features the words ""Finally! A wine glass that fits my needs!"" imprinted on a wine bottle with a glass at the top.",https://s7d2.scene7.com/is/image/BedBathandBeyond/53904543552061p?scl=1|https://s7d9.scene7.com/is/image/BedBathandBeyond/53904543552061p?scl=1,Big Mouth Toys Wine Bottle Glass,9.99,43552061,https://www.bedbathandbeyond.com/store/product/big-mouth-toys-wine-bottle-glass/1043552061,
Homedics,Health & Beauty|Massage & Relaxation|Massage,USD,2017-12-07T00:05:56.333Z,"This professionally styled Heated Shiatsu Air Pro Foot Massager from HoMedics provides a full coverage experience on your feet, from heel to toe. The deep kneading shiatsu nodes also lovingly treat your overworked arches and soles.",https://s7d1.scene7.com/is/image/BedBathandBeyond/50091443234226p?scl=1|https://s7d9.scene7.com/is/image/BedBathandBeyond/50091443234226p?scl=1|https://s7d9.scene7.com/is/image/BedBathandBeyond/50091443234226p__1?scl=1|https://s7d9.scene7.com/is/image/BedBathandBeyond/50091443234226p__2?scl=1|https://s7d9.scene7.com/is/image/BedBathandBeyond/50091443234226p__3?scl=1,HoMedics® Shiatsu Air Pro Foot Massager with Heat,149.99,43234226,https://www.bedbathandbeyond.com/store/product/homedics-reg-shiatsu-air-pro-foot-massager-with-heat/1043234226,
Mr. Coffee,Gifts|Gifts by Category|Unique Gifts,USD,2017-12-07T00:05:56.951Z,"The Mr. Coffee® Mug Warmer is great to have on hand to heat up a variety of hot beverages and soups. The mug warmer is easy to use with a convenient cord length for use almost anywhere, and an easy-to-clean surface.",https://s7d2.scene7.com/is/image/BedBathandBeyond/17040617912933p?scl=1|https://s7d9.scene7.com/is/image/BedBathandBeyond/17040617912933p?scl=1,Mr. Coffee® Mug Warmer,9.99,17912933,https://www.bedbathandbeyond.com/store/product/mr-coffee-reg-mug-warmer/1017912933,
Earth Therapeutics®,Gifts|Gifts by Price|Gifts under $25,USD,2017-12-07T00:05:57.939Z,"Whether you need to relieve muscle tension with heat or reduce swelling with cold, this comfort wrap for your neck and shoulder is the solution. Microwave it for a warm session, or freeze it to apply cool pressure to a problem area.",https://s7d1.scene7.com/is/image/BedBathandBeyond/12695216883620p?scl=1|https://s7d9.scene7.com/is/image/BedBathandBeyond/12695216883620p?scl=1,Anti-Stress Microwavable Comfort Wrap,9.99,16883620,https://www.bedbathandbeyond.com/store/product/anti-stress-microwavable-comfort-wrap/1016883620,
